,Pattern,Relative SUP,local_interest_16,local_criterion_16,local_interest_20,local_criterion_20,local_interest_22,local_criterion_22,local_interest_27,local_criterion_27
2532,"[13, 24, 31]",0.40331491712707185,0,0,0,0,0,0,0.5303867403314917,0.21391288422209334
2533,"[13, 25]",0.5359116022099447,0,0,0,0,0,0,0.406675400125306,0.2179420652605231
2534,"[13, 25, 26]",0.5359116022099447,0,0,0,0,0,0,0.406675400125306,0.2179420652605231
2470,"[13, 19]",0.8950276243093923,0,0,0,0,0,0,0.05507809835618305,0.04929641952321356
2468,"[12, 30, 31]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2379,"[12, 19]",0.8393782383419689,0,0,0,0,0,0,0.08427685025267068,0.07074015409809663
2401,"[12, 20, 29]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2403,"[12, 20, 31]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2404,"[12, 21]",0.7409326424870466,0,0,0,0,0,0,0.1539910866335737,0.11409702273886548
2405,"[12, 21, 22]",0.5284974093264249,0,0,0,0,0,0,0.38527356562247467,0.2036160813134322
2406,"[12, 21, 23]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2407,"[12, 21, 24]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2408,"[12, 21, 25]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2409,"[12, 21, 26]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2410,"[12, 21, 27]",0.44041450777202074,0,0,0,0,0,0,0.5595854922279793,0.24644956911594942
2411,"[12, 21, 28]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2412,"[12, 21, 29]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2413,"[12, 21, 30]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2414,"[12, 21, 31]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2415,"[12, 22]",0.5284974093264249,0,0,0,0,0,0,0.38527356562247467,0.2036160813134322
2416,"[12, 22, 23]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2417,"[12, 22, 24]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2418,"[12, 22, 25]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2419,"[12, 22, 26]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2420,"[12, 22, 27]",0.44041450777202074,0,0,0,0,0,0,0.5595854922279793,0.24644956911594942
2421,"[12, 22, 28]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2402,"[12, 20, 30]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2400,"[12, 20, 28]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2467,"[12, 30]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2399,"[12, 20, 27]",0.44041450777202074,0,0,0,0,0,0,0.5595854922279793,0.24644956911594942
2380,"[12, 19, 20]",0.7461139896373057,0,0,0,0,0,0,0.1498632700057571,0.11181508228408821
2381,"[12, 19, 21]",0.7409326424870466,0,0,0,0,0,0,0.1539910866335737,0.11409702273886548
2382,"[12, 19, 22]",0.5284974093264249,0,0,0,0,0,0,0.38527356562247467,0.2036160813134322
2383,"[12, 19, 23]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2384,"[12, 19, 24]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2385,"[12, 19, 25]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2386,"[12, 19, 26]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2387,"[12, 19, 27]",0.44041450777202074,0,0,0,0,0,0,0.5595854922279793,0.24644956911594942
2388,"[12, 19, 28]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2389,"[12, 19, 29]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2390,"[12, 19, 30]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2391,"[12, 19, 31]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2392,"[12, 20]",0.7461139896373057,0,0,0,0,0,0,0.1498632700057571,0.11181508228408821
2393,"[12, 20, 21]",0.7409326424870466,0,0,0,0,0,0,0.1539910866335737,0.11409702273886548
2394,"[12, 20, 22]",0.5284974093264249,0,0,0,0,0,0,0.38527356562247467,0.2036160813134322
2395,"[12, 20, 23]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2396,"[12, 20, 24]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2397,"[12, 20, 25]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2398,"[12, 20, 26]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2422,"[12, 22, 29]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2423,"[12, 22, 30]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2424,"[12, 22, 31]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2425,"[12, 23]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2448,"[12, 25, 31]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2449,"[12, 26]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2450,"[12, 26, 27]",0.44041450777202074,0,0,0,0,0,0,0.5595854922279793,0.24644956911594942
2451,"[12, 26, 28]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2452,"[12, 26, 29]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2453,"[12, 26, 30]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2454,"[12, 26, 31]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2455,"[12, 27]",0.44041450777202074,0,0,0,0,0,0,0.5595854922279793,0.24644956911594942
2456,"[12, 27, 28]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2457,"[12, 27, 29]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2458,"[12, 27, 30]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2459,"[12, 27, 31]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2460,"[12, 28]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2461,"[12, 28, 29]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2462,"[12, 28, 30]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2463,"[12, 28, 31]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2464,"[12, 29]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2465,"[12, 29, 30]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2466,"[12, 29, 31]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2447,"[12, 25, 30]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2446,"[12, 25, 29]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2445,"[12, 25, 28]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2434,"[12, 24]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2426,"[12, 23, 24]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2427,"[12, 23, 25]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2428,"[12, 23, 26]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2429,"[12, 23, 27]",0.44041450777202074,0,0,0,0,0,0,0.5595854922279793,0.24644956911594942
2430,"[12, 23, 28]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2431,"[12, 23, 29]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2432,"[12, 23, 30]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2433,"[12, 23, 31]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2435,"[12, 24, 25]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2444,"[12, 25, 27]",0.44041450777202074,0,0,0,0,0,0,0.5595854922279793,0.24644956911594942
2436,"[12, 24, 26]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2437,"[12, 24, 27]",0.44041450777202074,0,0,0,0,0,0,0.5595854922279793,0.24644956911594942
2438,"[12, 24, 28]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2439,"[12, 24, 29]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2440,"[12, 24, 30]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2441,"[12, 24, 31]",0.37823834196891193,0,0,0,0,0,0,0.5595854922279793,0.21165668877016833
2442,"[12, 25]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
2443,"[12, 25, 26]",0.5025906735751295,0,0,0,0,0,0,0.43587415202179364,0.21906628365862169
1464,"[6, 11, 21]",0.39502762430939226,0,0,0,0,0,0,0.3595989645713402,0.14205152467873383
1462,"[6, 11, 19]",0.44751381215469616,0,0,0,0,0,0,0.2898847281904372,0.12972741979793045
1,"[1, 2, 3]",0.9517730496453901,0,0,0,0,0,0,0.006109226199913317,0.005814596851265016
480,"[2, 10, 23]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
482,"[2, 10, 25]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
483,"[2, 10, 26]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
484,"[2, 10, 27]",0.12160228898426323,0,0,0,0,0,0,0.8783977110157368,0.10681517229805097
485,"[2, 10, 28]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
486,"[2, 10, 29]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
487,"[2, 10, 30]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
488,"[2, 10, 31]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
489,"[2, 11]",0.3104434907010014,0,0,0,0,0,0,0.2701027801401607,0.0838516499147566
490,"[2, 11, 12]",0.2761087267525036,0,0,0,0,0,0,0.3171732212198184,0.08757429427099421
491,"[2, 11, 13]",0.25894134477825465,0,0,0,0,0,0,0.3480109706842451,0.09011442874656418
492,"[2, 11, 19]",0.2317596566523605,0,0,0,0,0,0,0.4030890690404281,0.09341978424112926
493,"[2, 11, 20]",0.20600858369098712,0,0,0,0,0,0,0.46867548879351456,0.09655117365703304
494,"[2, 11, 21]",0.20457796852646637,0,0,0,0,0,0,0.47280330542133114,0.09672513973569435
495,"[2, 11, 22]",0.1459227467811159,0,0,0,0,0,0,0.7040857844102322,0.10274213163067766
496,"[2, 11, 23]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
497,"[2, 11, 24]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
498,"[2, 11, 25]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
499,"[2, 11, 26]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
500,"[2, 11, 27]",0.12160228898426323,0,0,0,0,0,0,0.8783977110157368,0.10681517229805097
481,"[2, 10, 24]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
479,"[2, 10, 22]",0.1459227467811159,0,0,0,0,0,0,0.7040857844102322,0.10274213163067766
502,"[2, 11, 29]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
478,"[2, 10, 21]",0.20457796852646637,0,0,0,0,0,0,0.47280330542133114,0.09672513973569435
459,"[2, 9, 19]",0.2317596566523605,0,0,0,0,0,0,0.4030890690404281,0.09341978424112926
460,"[2, 9, 20]",0.20600858369098712,0,0,0,0,0,0,0.46867548879351456,0.09655117365703304
461,"[2, 9, 21]",0.20457796852646637,0,0,0,0,0,0,0.47280330542133114,0.09672513973569435
462,"[2, 9, 22]",0.1459227467811159,0,0,0,0,0,0,0.7040857844102322,0.10274213163067766
463,"[2, 9, 23]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
464,"[2, 9, 24]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
465,"[2, 9, 25]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
466,"[2, 9, 26]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
467,"[2, 9, 27]",0.12160228898426323,0,0,0,0,0,0,0.8783977110157368,0.10681517229805097
468,"[2, 9, 28]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
469,"[2, 9, 29]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
470,"[2, 9, 30]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
471,"[2, 9, 31]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
472,"[2, 10]",0.3361945636623748,0,0,0,0,0,0,0.22224629145737718,0.0747179949820939
473,"[2, 10, 11]",0.3104434907010014,0,0,0,0,0,0,0.2701027801401607,0.0838516499147566
474,"[2, 10, 12]",0.2761087267525036,0,0,0,0,0,0,0.3171732212198184,0.08757429427099421
475,"[2, 10, 13]",0.25894134477825465,0,0,0,0,0,0,0.3480109706842451,0.09011442874656418
476,"[2, 10, 19]",0.2317596566523605,0,0,0,0,0,0,0.4030890690404281,0.09341978424112926
477,"[2, 10, 20]",0.20600858369098712,0,0,0,0,0,0,0.46867548879351456,0.09655117365703304
501,"[2, 11, 28]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
503,"[2, 11, 30]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
548,"[2, 20, 21]",0.20457796852646637,0,0,0,0,0,0,0.47280330542133114,0.09672513973569435
526,"[2, 13, 24]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
528,"[2, 13, 26]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
529,"[2, 13, 27]",0.12160228898426323,0,0,0,0,0,0,0.8783977110157368,0.10681517229805097
530,"[2, 13, 28]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
531,"[2, 13, 29]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
532,"[2, 13, 30]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
533,"[2, 13, 31]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
534,"[2, 19]",0.2317596566523605,0,0,0,0,0,0,0.4030890690404281,0.09341978424112926
535,"[2, 19, 20]",0.20600858369098712,0,0,0,0,0,0,0.46867548879351456,0.09655117365703304
536,"[2, 19, 21]",0.20457796852646637,0,0,0,0,0,0,0.47280330542133114,0.09672513973569435
537,"[2, 19, 22]",0.1459227467811159,0,0,0,0,0,0,0.7040857844102322,0.10274213163067766
538,"[2, 19, 23]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
539,"[2, 19, 24]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
540,"[2, 19, 25]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
541,"[2, 19, 26]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
542,"[2, 19, 27]",0.12160228898426323,0,0,0,0,0,0,0.8783977110157368,0.10681517229805097
543,"[2, 19, 28]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
544,"[2, 19, 29]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
545,"[2, 19, 30]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
546,"[2, 19, 31]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
527,"[2, 13, 25]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
525,"[2, 13, 23]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
504,"[2, 11, 31]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
524,"[2, 13, 22]",0.1459227467811159,0,0,0,0,0,0,0.7040857844102322,0.10274213163067766
505,"[2, 12]",0.2761087267525036,0,0,0,0,0,0,0.3171732212198184,0.08757429427099421
506,"[2, 12, 13]",0.25894134477825465,0,0,0,0,0,0,0.3480109706842451,0.09011442874656418
507,"[2, 12, 19]",0.2317596566523605,0,0,0,0,0,0,0.4030890690404281,0.09341978424112926
508,"[2, 12, 20]",0.20600858369098712,0,0,0,0,0,0,0.46867548879351456,0.09655117365703304
509,"[2, 12, 21]",0.20457796852646637,0,0,0,0,0,0,0.47280330542133114,0.09672513973569435
510,"[2, 12, 22]",0.1459227467811159,0,0,0,0,0,0,0.7040857844102322,0.10274213163067766
511,"[2, 12, 23]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
512,"[2, 12, 24]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
513,"[2, 12, 25]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
514,"[2, 12, 26]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
515,"[2, 12, 27]",0.12160228898426323,0,0,0,0,0,0,0.8783977110157368,0.10681517229805097
516,"[2, 12, 28]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
517,"[2, 12, 29]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
518,"[2, 12, 30]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
519,"[2, 12, 31]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
520,"[2, 13]",0.25894134477825465,0,0,0,0,0,0,0.3480109706842451,0.09011442874656418
521,"[2, 13, 19]",0.2317596566523605,0,0,0,0,0,0,0.4030890690404281,0.09341978424112926
522,"[2, 13, 20]",0.20600858369098712,0,0,0,0,0,0,0.46867548879351456,0.09655117365703304
523,"[2, 13, 21]",0.20457796852646637,0,0,0,0,0,0,0.47280330542133114,0.09672513973569435
458,"[2, 9, 13]",0.25894134477825465,0,0,0,0,0,0,0.3480109706842451,0.09011442874656418
457,"[2, 9, 12]",0.2761087267525036,0,0,0,0,0,0,0.3171732212198184,0.08757429427099421
456,"[2, 9, 11]",0.3104434907010014,0,0,0,0,0,0,0.2701027801401607,0.0838516499147566
389,"[2, 5, 27]",0.12160228898426323,0,0,0,0,0,0,0.8783977110157368,0.10681517229805097
391,"[2, 5, 29]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
392,"[2, 5, 30]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
393,"[2, 5, 31]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
394,"[2, 6]",0.5178826895565093,0,0,0,0,0,0,0.11320434084999093,0.058626568508865114
395,"[2, 6, 7]",0.5178826895565093,0,0,0,0,0,0,0.11320434084999093,0.058626568508865114
396,"[2, 6, 8]",0.45493562231759654,0,0,0,0,0,0,0.1456933085000135,0.06628107596996322
397,"[2, 6, 9]",0.45493562231759654,0,0,0,0,0,0,0.1456933085000135,0.06628107596996322
398,"[2, 6, 10]",0.3361945636623748,0,0,0,0,0,0,0.22224629145737718,0.0747179949820939
399,"[2, 6, 11]",0.3104434907010014,0,0,0,0,0,0,0.2701027801401607,0.0838516499147566
400,"[2, 6, 12]",0.2761087267525036,0,0,0,0,0,0,0.3171732212198184,0.08757429427099421
401,"[2, 6, 13]",0.25894134477825465,0,0,0,0,0,0,0.3480109706842451,0.09011442874656418
402,"[2, 6, 19]",0.2317596566523605,0,0,0,0,0,0,0.4030890690404281,0.09341978424112926
403,"[2, 6, 20]",0.20600858369098712,0,0,0,0,0,0,0.46867548879351456,0.09655117365703304
404,"[2, 6, 21]",0.20457796852646637,0,0,0,0,0,0,0.47280330542133114,0.09672513973569435
405,"[2, 6, 22]",0.1459227467811159,0,0,0,0,0,0,0.7040857844102322,0.10274213163067766
406,"[2, 6, 23]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
407,"[2, 6, 24]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
408,"[2, 6, 25]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
409,"[2, 6, 26]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
390,"[2, 5, 28]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
388,"[2, 5, 26]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
455,"[2, 9, 10]",0.3361945636623748,0,0,0,0,0,0,0.22224629145737718,0.0747179949820939
387,"[2, 5, 25]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
368,"[2, 4, 28]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
369,"[2, 4, 29]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
370,"[2, 4, 30]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
371,"[2, 4, 31]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
372,"[2, 5]",0.5207439198855508,0,0,0,0,0,0,0.11020364093487423,0.05738787596608615
373,"[2, 5, 6]",0.5178826895565093,0,0,0,0,0,0,0.11320434084999093,0.058626568508865114
374,"[2, 5, 7]",0.5178826895565093,0,0,0,0,0,0,0.11320434084999093,0.058626568508865114
375,"[2, 5, 8]",0.45493562231759654,0,0,0,0,0,0,0.1456933085000135,0.06628107596996322
376,"[2, 5, 9]",0.45493562231759654,0,0,0,0,0,0,0.1456933085000135,0.06628107596996322
377,"[2, 5, 10]",0.3361945636623748,0,0,0,0,0,0,0.22224629145737718,0.0747179949820939
378,"[2, 5, 11]",0.3104434907010014,0,0,0,0,0,0,0.2701027801401607,0.0838516499147566
379,"[2, 5, 12]",0.2761087267525036,0,0,0,0,0,0,0.3171732212198184,0.08757429427099421
380,"[2, 5, 13]",0.25894134477825465,0,0,0,0,0,0,0.3480109706842451,0.09011442874656418
381,"[2, 5, 19]",0.2317596566523605,0,0,0,0,0,0,0.4030890690404281,0.09341978424112926
382,"[2, 5, 20]",0.20600858369098712,0,0,0,0,0,0,0.46867548879351456,0.09655117365703304
383,"[2, 5, 21]",0.20457796852646637,0,0,0,0,0,0,0.47280330542133114,0.09672513973569435
384,"[2, 5, 22]",0.1459227467811159,0,0,0,0,0,0,0.7040857844102322,0.10274213163067766
385,"[2, 5, 23]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
386,"[2, 5, 24]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
410,"[2, 6, 27]",0.12160228898426323,0,0,0,0,0,0,0.8783977110157368,0.10681517229805097
411,"[2, 6, 28]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
412,"[2, 6, 29]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
413,"[2, 6, 30]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
436,"[2, 8, 9]",0.45493562231759654,0,0,0,0,0,0,0.1456933085000135,0.06628107596996322
437,"[2, 8, 10]",0.3361945636623748,0,0,0,0,0,0,0.22224629145737718,0.0747179949820939
438,"[2, 8, 11]",0.3104434907010014,0,0,0,0,0,0,0.2701027801401607,0.0838516499147566
439,"[2, 8, 12]",0.2761087267525036,0,0,0,0,0,0,0.3171732212198184,0.08757429427099421
440,"[2, 8, 13]",0.25894134477825465,0,0,0,0,0,0,0.3480109706842451,0.09011442874656418
441,"[2, 8, 19]",0.2317596566523605,0,0,0,0,0,0,0.4030890690404281,0.09341978424112926
442,"[2, 8, 20]",0.20600858369098712,0,0,0,0,0,0,0.46867548879351456,0.09655117365703304
443,"[2, 8, 21]",0.20457796852646637,0,0,0,0,0,0,0.47280330542133114,0.09672513973569435
444,"[2, 8, 22]",0.1459227467811159,0,0,0,0,0,0,0.7040857844102322,0.10274213163067766
445,"[2, 8, 23]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
446,"[2, 8, 24]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
447,"[2, 8, 25]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
448,"[2, 8, 26]",0.13876967095851217,0,0,0,0,0,0,0.754686370809551,0.1047275793541151
449,"[2, 8, 27]",0.12160228898426323,0,0,0,0,0,0,0.8783977110157368,0.10681517229805097
450,"[2, 8, 28]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
451,"[2, 8, 29]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
452,"[2, 8, 30]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
453,"[2, 8, 31]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
454,"[2, 9]",0.45493562231759654,0,0,0,0,0,0,0.1456933085000135,0.06628107596996322
435,"[2, 8]",0.45493562231759654,0,0,0,0,0,0,0.1456933085000135,0.06628107596996322
434,"[2, 7, 31]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
433,"[2, 7, 30]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
422,"[2, 7, 19]",0.2317596566523605,0,0,0,0,0,0,0.4030890690404281,0.09341978424112926
414,"[2, 6, 31]",0.1044349070100143,0,0,0,0,0,0,0.8783977110157368,0.09173538326773789
415,"[2, 7]",0.5178826895565093,0,0,0,0,0,0,0.11320434084999093,0.058626568508865114
416,"[2, 7, 8]",0.45493562231759654,0,0,0,0,0,0,0.1456933085000135,0.06628107596996322
417,"[2, 7, 9]",0.45493562231759654,0,0,0,0,0,0,0.1456933085000135,0.06628107596996322
418,"[2, 7, 10]",0.3361945636623748,0,0,0,0,0,0,0.22224629145737718,0.0747179949820939
419,"[2, 7, 11]",0.3104434907010014,0,0,0,0,0,0,0.2701027801401607,0.0838516499147566
420,"[2, 7, 12]",0.2761087267525036,0,0,0,0,0,0,0.3171732212198184,0.08757429427099421
421,"[2, 7, 13]",0.25894134477825465,0,0,0,0,0,0,0.3480109706842451,0.09011442874656418
423,"[2, 7, 20]",0.20600858369098712,0,0,0,0,0,0,0.46867548879351456,0.09655117365703304
